lada,ciudad,estado
835,Tampiquito (Soto la Marina),Tamaulipas
835,Villa Mainero,Tamaulipas
835,Villagrán,Tamaulipas
836,Estación Colonias,Tamaulipas
836,Estación Cuauhtémoc,Tamaulipas
836,Estación Manuel,Tamaulipas
836,Esteros,Tamaulipas
836,González,Tamaulipas
836,Graciano Sánchez,Tamaulipas
836,López Rayón,Tamaulipas
836,Río Tamiahua,Tamaulipas
836,San Antonio Rayón,Tamaulipas
836,Santa Fé,Tamaulipas
836,Villa Aldama,Tamaulipas
841,Burgos,Tamaulipas
841,Carboneras (La Carbonera),Tamaulipas
841,Cruillas,Tamaulipas
841,El Maguey,Tamaulipas
841,General Francisco Villa,Tamaulipas
841,Gral. Fco. González Villarreal (San Juan),Tamaulipas
841,La Carreta Dos,Tamaulipas
841,San Fernando,Tamaulipas
841,San Germán,Tamaulipas
841,Santa Teresa,Tamaulipas
841,Villa de Méndez,Tamaulipas
867,Nuevo Laredo,Tamaulipas
868,Alfredo V. Bonfil,Tamaulipas
868,El Control,Tamaulipas
868,Matamoros,Tamaulipas
868,Sandoval,Tamaulipas
868,Santa Adelaida,Tamaulipas
891,Ciudad Camargo,Tamaulipas
891,Gustavo Díaz Ordaz,Tamaulipas
891,Los Comales,Tamaulipas
891,Santa Rosalía,Tamaulipas
891,Valadeces,Tamaulipas
894,Anáhuac,Tamaulipas
894,Empalme,Tamaulipas
894,Mario Souza,Tamaulipas
894,Santa Apolonia,Tamaulipas
894,Valle Hermoso,Tamaulipas
897,Arcabuz,Tamaulipas
897,Ciudad Mier,Tamaulipas
897,Ciudad Miguel Alemán,Tamaulipas
897,Guardados de Arriba,Tamaulipas
897,Los Guerra,Tamaulipas
897,Nueva Ciudad Guerrero,Tamaulipas
899,La Soledad,Tamaulipas
899,Nuevo Progreso,Tamaulipas
899,Reynosa,Tamaulipas
899,Reynosa Díaz,Tamaulipas
899,Río Bravo,Tamaulipas
223,Zitlaltepec,Tlaxcala
241,Acopinalco del Peñón,Tlaxcala
241,Apizaco,Tlaxcala
241,El Rosario,Tlaxcala
241,Emiliano Zapata,Tlaxcala
241,Españita,Tlaxcala
241,Hueyotlipan,Tlaxcala
241,La Ascención Huitzcolotepec,Tlaxcala
241,Lazaro Cárdenas,Tlaxcala
241,Mazaquiahuac,Tlaxcala
241,Muñoz,Tlaxcala
241,San Cosme Xalostoc,Tlaxcala
241,San José Atotonilco,Tlaxcala
241,San Martín Xaltocan,Tlaxcala
241,San Salvador Tzompantepec,Tlaxcala
241,San Simeon Xipetzinco,Tlaxcala
241,Terrenate,Tlaxcala
241,Tetla,Tlaxcala
241,Tlaxco,Tlaxcala
241,Unión Ejidal Tierra y Libertad,Tlaxcala
246,Alcotitla (Xaltipan),Tlaxcala
246,Chiautempan,Tlaxcala
246,Panotla,Tlaxcala
246,San Bartolomé Cuahuixmatlac,Tlaxcala
246,San Damián Texoloc,Tlaxcala
246,San Marcos Contla,Tlaxcala
246,San Pedro Tlalcuapan de Nicolás,Tlaxcala
246,San Rafael Tenanyecac,Tlaxcala
246,San Tadeo Huiloapan,Tlaxcala
246,Santa Ana Nopalucan,Tlaxcala
246,Santa María Nativitas,Tlaxcala
246,Tlaxcala,Tlaxcala
246,Zacatelco,Tlaxcala
247,Huamantla,Tlaxcala
247,Ixtenco,Tlaxcala
247,Xicotencatl,Tlaxcala
248,San Antonio Atotonilco,Tlaxcala
248,San Mateo Tepetitla,Tlaxcala
248,Santiago Xochimilco,Tlaxcala
248,Villa Mariano Matamoros,Tlaxcala
276,Altzayanca,Tlaxcala
276,San Lorenzo Cuapiaxtla,Tlaxcala
276,Tequexquitla,Tlaxcala
748,Benito Juárez,Tlaxcala
748,Nanacamilpa,Tlaxcala
748,Sanctorum Lázaro Cárdenas,Tlaxcala
749,Calpulalpan,Tlaxcala
749,Santiago Cuaula,Tlaxcala
225,La Palmilla,Veracruz
225,Tlapacoyan,Veracruz
226,Altotonga,Veracruz
226,Jalacingo,Veracruz
226,Orilla del Monte,Veracruz
226,Plan de Arroyos,Veracruz
228,Acajete,Veracruz
228,Banderilla,Veracruz
228,Chiltoyac,Veracruz
228,Coacoatzintla,Veracruz
228,Coatepec,Veracruz
228,Colonia Santa Barbara,Veracruz
228,Dos Ríos,Veracruz
228,El Chico,Veracruz
228,Estanzuela,Veracruz
228,Jalapa (Xalapa),Veracruz
228,La Concepción,Veracruz
228,La Joya,Veracruz
228,Las Trancas,Veracruz
228,Mahuixtlán,Veracruz
228,Pacho Viejo,Veracruz
228,Tuzamapan,Veracruz
228,Xico,Veracruz
229,Boca del Río,Veracruz
229,Colonia El Renacimiento,Veracruz
229,El Conchal,Veracruz
229,Valente Díaz,Veracruz
229,Vargas,Veracruz
229,Veracruz,Veracruz
232,Arroyo del Potrero,Veracruz
232,Cañada Rica,Veracruz
232,Casitas,Veracruz
232,El Ojite,Veracruz
232,El Pital,Veracruz
232,Felipe Carrillo Puerto,Veracruz
232,Hueytepec,Veracruz
232,La Vigueta,Veracruz
232,Manantiales,Veracruz
232,Martínez de la Torre,Veracruz
232,San Rafael,Veracruz
235,Arroyo Hondo,Veracruz
235,Barra de Palmas,Veracruz
235,Emilio Carranza,Veracruz
235,Francisco Sarabia,Veracruz
235,Jicaltepec,Veracruz
235,La Defensa,Veracruz
235,La Libertad,Veracruz
235,Loma Bonita,Veracruz
235,Misantla,Veracruz
235,Nautla,Veracruz
235,Vega de Alatorre,Veracruz
235,Venustiano Carranza,Veracruz
271,Amatlán de los Reyes,Veracruz
271,Cacahuatal,Veracruz
271,Córdoba,Veracruz
271,Cuautlapan,Veracruz
271,Fortín de las Flores,Veracruz
271,Monte Salas,Veracruz
271,Naranjal,Veracruz
271,Ojo de Agua Grande (California),Veracruz
271,Paraje Nuevo,Veracruz
271,San Matías (Los Mangos),Veracruz
272,Acultzingo,Veracruz
272,Ciudad Mendoza,Veracruz
272,Cruz Verde,Veracruz
272,Dos Ríos (Tocuila),Veracruz
272,Ixtaczoquitlán,Veracruz
272,Jalapilla,Veracruz
272,Loma Grande,Veracruz
272,Maltrata,Veracruz
272,Orizaba,Veracruz
272,Río Blanco,Veracruz
272,Sumidero,Veracruz
272,Zapoapan,Veracruz
273,Boca del Monte,Veracruz
273,Camarón de Tejeda,Veracruz
273,Chocamán,Veracruz
273,Colonia Manuel González,Veracruz
273,Coscomatepec,Veracruz
273,Huatusco,Veracruz
273,Ixhuatlán del Café,Veracruz
273,Monte Blanco,Veracruz
273,Paso del Macho,Veracruz
273,Potrero,Veracruz
273,Tepatlaxco,Veracruz
273,Tetelzingo,Veracruz
273,Tlacotepec de Mejía,Veracruz
273,Tomatlán,Veracruz
273,Totutla,Veracruz
274,El Jícaro,Veracruz
274,Joachín,Veracruz
274,Tierra Blanca,Veracruz
274,Villa Tejeda,Veracruz
278,Almilinga,Veracruz
278,Campo Cuichapa,Veracruz
278,Cotaxtla,Veracruz
278,Cuitláhuac,Veracruz
278,El Cuajilote,Veracruz
278,El Tamarindo,Veracruz
278,Emiliano Zapata,Veracruz
278,La Capilla,Veracruz
278,La Tinaja,Veracruz
278,Laguna Chica (Pueblo Nuevo),Veracruz
278,Loma Angosta,Veracruz
278,Mata Tenatito (Casco Hacienda),Veracruz
278,Omealca,Veracruz
278,Paraíso La Reforma,Veracruz
278,Tequila,Veracruz
278,Tezonapa,Veracruz
278,Yanga,Veracruz
278,Zongolica,Veracruz
279,Acatlán,Veracruz
279,Actopan,Veracruz
279,Alto Lucero,Veracruz
279,Apazapán,Veracruz
279,Blanca Espuma,Veracruz
279,Buena Vista,Veracruz
279,Cerro Gordo,Veracruz
279,Chahuapán,Veracruz
279,Chavarrillo,Veracruz
279,Chiconquiaco,Veracruz
279,Chicuasén,Veracruz
279,Colipa,Veracruz
279,Cosautlán de Carvajal,Veracruz
279,Coyolillo,Veracruz
279,Cristóbal Hidalgo,Veracruz
279,Dos Arroyos,Veracruz
279,El Espinal,Veracruz
279,Idolos,Veracruz
279,Jalcomulco,Veracruz
279,Juchique de Ferrer,Veracruz
279,La Reforma,Veracruz
279,Limones,Veracruz
279,Mesa de Guadalupe,Veracruz
279,Naolinco de Victoria,Veracruz
279,Pacho Nuevo,Veracruz
279,Paso de la Milpa,Veracruz
279,Plan de las Hayas,Veracruz
279,Rinconada,Veracruz
279,Santa Ana,Veracruz
279,Santiago Xihuitlán,Veracruz
279,Teocelo,Veracruz
279,Tepetlán,Veracruz
279,Tigrillos,Veracruz
279,Tlaltetela,Veracruz
279,Trapiche del Rosario,Veracruz
279,Villa Emiliano Zapata (El Carrizal),Veracruz
279,Yecuatla,Veracruz
282,El Parador,Veracruz
282,Ixhuacán de los Reyes,Veracruz
282,La Gloria,Veracruz
282,Los Altos,Veracruz
282,Los Molinos (San José),Veracruz
282,Perote,Veracruz
282,Rafael Ramirez (Las Vigas),Veracruz
282,San Antonio Tenextepec,Veracruz
282,Villa Aldama,Veracruz
283,Abasolo del Valle,Veracruz
283,Boca del Monte,Veracruz
283,El Nigromante,Veracruz
283,Isla,Veracruz
283,Linda Vista,Veracruz
283,Los Tigres (San Marcos),Veracruz
283,Nuevo Ixcatlán,Veracruz
283,Playa Vicente,Veracruz
283,Rodríguez Clara,Veracruz
283,Tesechoacán,Veracruz
283,Villa Azueta,Veracruz
284,Ángel R. Cabada (municipality),Veracruz
284,El Porvenir,Veracruz
284,Lerdo de Tejada,Veracruz
284,San Juan de los Reyes,Veracruz
284,Tecolapan,Veracruz
284,Tula,Veracruz
285,El Cocuite,Veracruz
285,El Hatito,Veracruz
285,Ignacio de la Llave,Veracruz
285,Jamapa,Veracruz
285,La Laguna y Monte del Castillo,Veracruz
285,Los Robles,Veracruz
285,Manlio Fabio Altamirano,Veracruz
285,Mata Loma,Veracruz
285,Medellín de Bravo,Veracruz
285,Paso de Ovejas,Veracruz
285,Piedras Negras,Veracruz
285,Playa de Vacas,Veracruz
285,Puente Jula,Veracruz
285,Soledad de Doblado,Veracruz
285,Tenenexpan,Veracruz
285,Tlalixcoyan,Veracruz
285,Tolome,Veracruz
285,Zacate Colorado Primero,Veracruz
287,Otatitlán,Veracruz
288,Acula,Veracruz
288,Amartillán,Veracruz
288,Carlos A. Carrillo (San Cristóbal),Veracruz
288,Chacaltianguis,Veracruz
288,Cosamaloapan,Veracruz
288,Ixmatlahuacan,Veracruz
288,La Granja,Veracruz
288,Moyota,Veracruz
288,Nopaltepec,Veracruz
288,Paraíso Novillero,Veracruz
288,San Francisco (Oyozontle),Veracruz
288,Tlacojalpan,Veracruz
288,Tlacotalpan,Veracruz
288,Tres Valles,Veracruz
288,Tuxtilla,Veracruz
294,Catemaco,Veracruz
294,Comoapan,Veracruz
294,Corral Nuevo,Veracruz
294,Cuatotolapan Estación,Veracruz
294,El Laurel,Veracruz
294,Francisco I. Madero,Veracruz
294,Juan Díaz Covarrubias,Veracruz
294,Juan Jacobo Torres (Bodega de Totontepec),Veracruz
294,La Nueva Victoria,Veracruz
294,La Victoria,Veracruz
294,Mazumiapan,Veracruz
294,Salto de Eyipantla,Veracruz
294,San Andrés Tuxtla,Veracruz
294,Santiago Tuxtla,Veracruz
294,Sihuapan,Veracruz
294,Sontecomapan,Veracruz
294,Tapalapan,Veracruz
294,Tilapan,Veracruz
294,Tres Zapotes,Veracruz
294,Tulapan,Veracruz
296,Chichicaxtle,Veracruz
296,El Farallón (Campamento CFE),Veracruz
296,El Palmar,Veracruz
296,El Viejon Nuevo,Veracruz
296,José Cardel,Veracruz
296,La Antigua,Veracruz
296,Mozomboa,Veracruz
296,Nicolás Blanco (San Pancho),Veracruz
296,Palma Sola,Veracruz
296,Paso de Doña Juana,Veracruz
296,Paso del Cedro,Veracruz
296,"Santa Rosa, Veracruz (General Pinzón)",Veracruz
296,Ursulo Galván,Veracruz
296,Zempoala,Veracruz
297,Alvarado,Veracruz
297,Anton Lizardo,Veracruz
297,Arbolillo,Veracruz
297,Mandinga y Matoza,Veracruz
297,Salinas,Veracruz
489,El Higo,Veracruz
746,Benito Juárez,Veracruz
746,Castillo de Teayo,Veracruz
746,Chicontepec,Veracruz
746,Colatlan,Veracruz
746,El Palmar (Mpio. Tihuatlán),Veracruz
746,Enrique Rodríguez Cano (Zapotal),Veracruz
746,Ixhuatlán de Madero,Veracruz
746,La Concepción,Veracruz
746,La Guadalupe,Veracruz
746,Llano Enmedio,Veracruz
746,Tihuatlán,Veracruz
746,Tlacolula,Veracruz
746,Zacate Colorado,Veracruz
765,Alamo Temapache,Veracruz
765,La Camelia (Palo Blanco),Veracruz
765,Potrero del Llano,Veracruz
765,Temapache (H. Temapache de G. Z),Veracruz
766,Gutiérrez Zamora,Veracruz
766,Lomas de Arena,Veracruz
766,Tecolutla,Veracruz
768,Amatlán,Veracruz
768,Naranjos,Veracruz
768,Saladero,Veracruz
768,Tamalín,Veracruz
768,Tamiahua,Veracruz
774,Huayacocotla,Veracruz
782,Coatzintla,Veracruz
782,Nuevo Progreso (El Doce),Veracruz
782,Palma Sola,Veracruz
782,Poza Rica,Veracruz
783,Praxedis Guerrero (Kilometro Di),Veracruz
783,Santiago de la Peña,Veracruz
783,Tuxpan,Veracruz
784,Adolfo Ruiz Cortines,Veracruz
784,Agua Dulce Papantla,Veracruz
784,Barra de Cazones,Veracruz
784,Carrizal,Veracruz
784,Cazones de Herrera,Veracruz
784,Comalteco,Veracruz
784,Coxquihui,Veracruz
784,Coyutla,Veracruz
784,El Chote,Veracruz
784,El Volador,Veracruz
784,Entabladero,Veracruz
784,La Unión,Veracruz
784,Mecatlan,Veracruz
784,Melchor Ocampo,Veracruz
784,Miguel Aemán Valdés,Veracruz
784,Papantla,Veracruz
784,Progreso de Zaragoza,Veracruz
784,Pueblillo,Veracruz
784,Zozocolco de Hidalgo,Veracruz
785,Cerro Azul,Veracruz
785,Chontla,Veracruz
785,Citlaltepec,Veracruz
785,Ixcatepec,Veracruz
785,Tancoco,Veracruz
785,Tepetzintla,Veracruz
785,Zacamixtle,Veracruz
789,Chalma,Veracruz
789,Chapopote Chico (Tlachinolapa),Veracruz
789,Corozal,Veracruz
789,Platón Sánchez,Veracruz
789,Tantoyuca,Veracruz
789,Tempoal de Sánchez,Veracruz
833,"Anáhuac, Veracruz",Veracruz
833,Ciudad Cuauhtémoc,Veracruz
833,El Magozal,Veracruz
833,El Moralillo,Veracruz
833,Hidalgotitlán,Veracruz
833,Tampico Alto,Veracruz
846,Buenavista (Ejido Buena Vista),Veracruz
846,Chijol 17,Veracruz
846,Colonia Piloto,Veracruz
846,Huayalejo,Veracruz
846,Las Cucharas,Veracruz
846,Lázaro Cárdenas,Veracruz
846,Nuevo Michoacán,Veracruz
846,Ozuluama,Veracruz
846,Pánuco,Veracruz
846,Poza Del Tule,Veracruz
846,Tamos,Veracruz
846,Vega de Otates,Veracruz
846,Vichinchijol Nuevo,Veracruz
846,Villa Cacalilao,Veracruz
921,Allende,Veracruz
921,Cánticas,Veracruz
921,Coatzacoalcos,Veracruz
921,Ixhuatlán del Sureste,Veracruz
921,Las Barrillas,Veracruz
921,Lomas de Barrillas,Veracruz
921,Nanchital de Lázaro Cárdenas del Río,Veracruz
922,Barranca (Buenos Aires),Veracruz
922,Capoacan,Veracruz
922,Chacalapa,Veracruz
922,Chinameca,Veracruz
922,Cosoleacaque,Veracruz
922,Jaltipán,Veracruz
922,La Chinantla (Poblado Diez),Veracruz
922,La Horqueta (Poblado Doce),Veracruz
922,Las Carolinas (Poblado Nueve),Veracruz
922,Las Lomas de Tacamichapan,Veracruz
922,Minatitlán,Veracruz
922,Río Uxpanapa (Poblado Catorce),Veracruz
923,Agua Dulce,Veracruz
923,Cuichapa,Veracruz
923,Las Choapas,Veracruz
923,Moloacan,Veracruz
924,Acayucan,Veracruz
924,Achotal,Veracruz
924,Aguilera,Veracruz
924,Almagres,Veracruz
924,Campo Nuevo,Veracruz
924,Colonia Nuevo Morelos,Veracruz
924,Cruz del Milagro,Veracruz
924,Dehesa,Veracruz
924,Hermanos Cedillo,Veracruz
924,Hidalgotitlán,Veracruz
924,Huazuntlan,Veracruz
924,Jesús Carranza,Veracruz
924,Juanita,Veracruz
924,La Cerquilla,Veracruz
924,La Laguna Poblado Seis,Veracruz
924,Mecayapan,Veracruz
924,Medias Aguas,Veracruz
924,Minzapan,Veracruz
924,Morelos,Veracruz
924,Niños Héroes (Los Juanes),Veracruz
924,Nuevo Canton (Poblado Siete),Veracruz
924,Poblado Cinco,Veracruz
924,Quiamoloapan,Veracruz
924,San Juan Evangelista,Veracruz
924,Sayula de Alemán,Veracruz
924,Soconusco,Veracruz
924,Soteapan,Veracruz
924,Suchilapan del Río,Veracruz
924,Texistepec,Veracruz
924,Veinticuatro de Febrero,Veracruz
969,Flamboyanes,Yucatán
969,Progreso,Yucatán
985,Chemax,Yucatán
985,Chichimila,Yucatán
985,Dzitas,Yucatán
985,Kaua,Yucatán
985,Piste,Yucatán
985,Temozón,Yucatán
985,Valladolid,Yucatán
985,X-can,Yucatán
985,Yaxcaba,Yucatán
986,Calotmul,Yucatán
986,Colonia Yucatán,Yucatán
986,Dzonot Carretero,Yucatán
986,El Cuyo,Yucatán
986,Espita,Yucatán
986,Las Coloradas,Yucatán
986,Panabá,Yucatán
986,Río Lagartos,Yucatán
986,San Felipe,Yucatán
986,Sucila,Yucatán
986,Tixcancal,Yucatán
986,Tizimín,Yucatán
988,Acanceh,Yucatán
988,Celestun,Yucatán
988,Chochola,Yucatán
988,Hocaba,Yucatán
988,Hoctun,Yucatán
988,Holca,Yucatán
988,Homún,Yucatán
988,Huhi,Yucatán
988,Hunucma,Yucatán
988,Izamal,Yucatán
988,Kantunil,Yucatán
988,Kimbila,Yucatán
988,Kinchil,Yucatán
988,Sahcaba,Yucatán
988,Seye,Yucatán
988,Sisal,Yucatán
988,Sotuta,Yucatán
988,Tahmek,Yucatán
988,Tecoh,Yucatán
988,Tetiz,Yucatán
988,Uman,Yucatán
988,Xocchel,Yucatán
991,Baca,Yucatán
991,Buctzotz,Yucatán
991,Cacalchen,Yucatán
991,Cansahcab,Yucatán
991,Cenotillo,Yucatán
991,Dzemul,Yucatán
991,Dzidzantun,Yucatán
991,Dzilam de Bravo,Yucatán
991,Dzilam González,Yucatán
991,Dzoncauich,Yucatán
991,Ixil,Yucatán
991,Motul,Yucatán
991,Muxupip,Yucatán
991,Sinanche,Yucatán
991,Tekal de Venegas,Yucatán
991,Tekanto,Yucatán
991,Telchac Pueblo,Yucatán
991,Telchac Puerto,Yucatán
991,Temax,Yucatán
991,Tepakan,Yucatán
991,Tixkokob,Yucatán
991,Tunkas,Yucatán
991,Yobaín,Yucatán
997,Akil,Yucatán
997,Chapab,Yucatán
997,Dzan,Yucatán
997,Halacho,Yucatán
997,Mama,Yucatán
997,Mani,Yucatán
997,Maxcanú,Yucatán
997,Muna,Yucatán
997,Opichen,Yucatán
997,Oxkutzcab,Yucatán
997,Peto,Yucatán
997,Sacalum,Yucatán
997,Teabo,Yucatán
997,Tekax,Yucatán
997,Tekit,Yucatán
997,Ticul,Yucatán
997,Tzucacab,Yucatán
997,Uxmal,Yucatán
997,Xohuayan,Yucatán
999,Caucel,Yucatán
999,Chicxulub Pueblo,Yucatán
999,Cholul,Yucatán
999,Conkal,Yucatán
999,Kanasin,Yucatán
999,Komchen,Yucatán
999,Mérida,Yucatán
999,Xmatkuil,Yucatán
346,Apulco,Zacatecas
346,La Estancia,Zacatecas
346,Nochistlán,Zacatecas
346,Tlachichila,Zacatecas
346,Toyahua de Abajo,Zacatecas
433,Benito Juárez,Zacatecas
433,Campo Cinco (La Honda),Zacatecas
433,Campo Diecisiete (La Honda),Zacatecas
433,Charco Blanco,Zacatecas
433,Colonia Gonzalez Ortega,Zacatecas
433,Emilio Carranza,Zacatecas
433,Hidalgo,Zacatecas
433,Ignacio Zaragoza,Zacatecas
433,José Santos Bañuelos,Zacatecas
433,Los Corrales,Zacatecas
433,Miguel Auza,Zacatecas
433,San José de Ranchos,Zacatecas
433,Sombrerete,Zacatecas
433,Villa Insurgentes (El Calabazal),Zacatecas
437,Atolinga,Zacatecas
437,Momax,Zacatecas
437,Tepechitlán,Zacatecas
437,Tlaltenango,Zacatecas
457,Chalchihuites,Zacatecas
457,Gualterio,Zacatecas
457,Jiménez del Teul,Zacatecas
457,José María Morelos (San Jose de Gracia),Zacatecas
457,Laguna Grande,Zacatecas
457,Lobatos,Zacatecas
457,Milpillas de la Sierra,Zacatecas
457,Monte Escobedo,Zacatecas
457,San Mateo (General Jesús González),Zacatecas
457,Valparaíso,Zacatecas
458,Bajío de la Tesorera,Zacatecas
458,Cañitas de Felipe Pescador,Zacatecas
458,Chaparrosa,Zacatecas
458,Chupaderos,Zacatecas
458,Coecillo,Zacatecas
458,El Rucio,Zacatecas
458,El Saladillo,Zacatecas
458,El Saucito,Zacatecas
458,El Tule,Zacatecas
458,Esteban S. Castorena,Zacatecas
458,General Genaro Codina,Zacatecas
458,González Ortega (Bañon),Zacatecas
458,Las Lajas,Zacatecas
458,Luis Moya,Zacatecas
458,Nueva Pastoría (Las Peñitas),Zacatecas
458,Ojocaliente,Zacatecas
458,Palmillas,Zacatecas
458,Pánfilo Natera,Zacatecas
458,Pastoria,Zacatecas
458,Piedra Gorda,Zacatecas
458,San Cristóbal,Zacatecas
458,San Pablo,Zacatecas
458,San Pedro Piedra Gorda,Zacatecas
458,Santa Elena (Francisco Zarco),Zacatecas
458,Villa de Cos,Zacatecas
463,El Chique,Zacatecas
463,Huanusco,Zacatecas
463,Jalpa,Zacatecas
463,Tabasco,Zacatecas
467,Apozol,Zacatecas
467,Benito Juárez (Mpio. B. Juárez),Zacatecas
467,Cuxpala,Zacatecas
467,García de la Cadena,Zacatecas
467,Ignacio Allende,Zacatecas
467,Juchipila,Zacatecas
467,Mezquital del Oro,Zacatecas
467,Milpillas de Allende,Zacatecas
467,Moyahua,Zacatecas
467,Teul de González Ortega,Zacatecas
478,Calera de Víctor Rosales,Zacatecas
478,General Enrique Estrada,Zacatecas
478,Pánuco,Zacatecas
478,Pozo de Gamboa,Zacatecas
478,Ramón López Velarde (Toribio),Zacatecas
478,San Antonio del Ciprés,Zacatecas
492,El Bordo Buenavista,Zacatecas
492,Guadalupe,Zacatecas
492,Hacienda Nueva,Zacatecas
492,La Escondida,Zacatecas
492,La Luz,Zacatecas
492,Martínez Domínguez,Zacatecas
492,Morelos,Zacatecas
492,Pimienta,Zacatecas
492,San Jerónimo,Zacatecas
492,San José de la Era,Zacatecas
492,Sauceda de la Borda,Zacatecas
492,Tacoaleche,Zacatecas
492,Trancoso,Zacatecas
492,Vetagrande,Zacatecas
492,Zacatecas,Zacatecas
492,Zoquite,Zacatecas
493,Altamira,Zacatecas
493,El Salto de Santa Cruz,Zacatecas
493,Estación Gutiérrez,Zacatecas
493,Estación San José,Zacatecas
493,Fresnillo,Zacatecas
493,Miguel Hidalgo (Hidalgo),Zacatecas
493,Monte Mariana,Zacatecas
493,Plateros,Zacatecas
493,Plenitud,Zacatecas
493,Rafael Yañez Sosa (El Mezquite),Zacatecas
493,Rancho Grande,Zacatecas
493,Río Florido,Zacatecas
493,San José de Lourdes,Zacatecas
493,Seis de Enero,Zacatecas
494,El Cargadero,Zacatecas
494,El Durazno,Zacatecas
494,El Huejote,Zacatecas
494,Ermita de Guadalupe,Zacatecas
494,Ermita de los Correas,Zacatecas
494,Jerez de García Salinas,Zacatecas
494,Los Haro,Zacatecas
494,Susticacán,Zacatecas
494,Tepetongo,Zacatecas
496,Bajío de San Nicolás (San Nicol),Zacatecas
496,Cerrito del Agua,Zacatecas
496,Colonia Madero (Madero),Zacatecas
496,El Nigromante,Zacatecas
496,El Obraje,Zacatecas
496,El Sitio,Zacatecas
496,Estancia de Animas,Zacatecas
496,Estancia de Guadalupe,Zacatecas
496,González Ortega,Zacatecas
496,José María Morelos,Zacatecas
496,José María Pino Suárez,Zacatecas
496,La Concepción,Zacatecas
496,La Estrella,Zacatecas
496,La Lobeña,Zacatecas
496,La Victoria,Zacatecas
496,Loreto,Zacatecas
496,Maravillas,Zacatecas
496,Noria de Angeles,Zacatecas
496,Ojo de Agua de la Palma,Zacatecas
496,Pedregoso,Zacatecas
496,Pinos,Zacatecas
496,San Marcos,Zacatecas
496,Santa Elena,Zacatecas
496,Tierra Blanca,Zacatecas
496,Villa García,Zacatecas
496,Villa Hidalgo,Zacatecas
498,Boquilla de Arriba,Zacatecas
498,Emiliano Zapata (Morones),Zacatecas
498,Emiliano Zapata (San José),Zacatecas
498,Francisco García Salinas,Zacatecas
498,General Juan José Ríos (Ciénega),Zacatecas
498,Juan Aldama,Zacatecas
498,Las Esperanzas (El Ranchito),Zacatecas
498,Los Márquez,Zacatecas
498,Nieves,Zacatecas
498,Ojitos,Zacatecas
498,Progreso de Alfonso Medina (Colonia Progreso),Zacatecas
498,Río de Medina,Zacatecas
498,Río Grande,Zacatecas
498,Sain Alto,Zacatecas
498,Santa Rita,Zacatecas
498,Tetillas,Zacatecas
499,Atitanac,Zacatecas
499,Felipe Angeles,Zacatecas
499,Malpaso,Zacatecas
499,San José de Tayahua,Zacatecas
499,Villanueva,Zacatecas
842,Concepción del Oro,Zacatecas
842,Mazapil,Zacatecas
842,San Tiburcio,Zacatecas
